阿勒泰	阿勒泰喀纳斯景区
西安	卧龙寺
西安	湘子庙
西安	五星街天主教堂
西安	西安城隍庙
西安	秦二世陵遗址公园
西安	莲湖公园
西安	终南山国家森林公园
西安	阿房宫遗址
西安	新城广场
西安	八仙庵
西安	西安大重阳万寿宫
西安	陕西西安市东岳庙
西安	董仲舒墓
西安	陕西自然博物馆
西安	陕西科学技术馆
西安	西安清华山
西安	西安珍友社相声俱乐部
西安	赵公明财神文化景区
西安	西安辋川溶洞
西安	西安于右任故居纪念馆
西安	西安净业寺龙潭戏水风景区
西安	西安汉城湖景区
西安	西安广新园民族度假村
西安	西安关中书院
西安	西安汤峪湖森林公园
西安	长乐公园
西安	西安太平森林公园
西安	西安大兴善寺
西安	西安水陆庵（悟真寺）
西安	西安丰庆公园
西安	西安香积寺
西安	西安白鹿塬滑雪场
西安	西安革命公园
西安	西安南五台景区
西安	西安九龙潭风景区
西安	西安兴教寺
西安	西安青龙寺遗址公园
西安	世界八大奇迹馆
西安	西安草堂寺
西安	西安兴庆宫公园
西安	西安扁鹊墓（扁鹊纪念馆）
西安	西安黑河国家森林公园
西安	西安高冠瀑布
西安	鸿门宴遗址·项王营
西安	西安汉长安城遗址（未央宫遗址公园）
西安	西安含光门遗址博物馆
西安	唐代艺术博物馆
西安	蓝田猿人遗址纪念馆
西宁	青海湖
西宁	塔尔寺
西双版纳	中科院西双版纳热带植物园
咸宁	咸宁九宫山风景区
咸宁	咸宁三国赤壁古战场
咸阳	乾陵博物馆
香港	港澳义顺牛奶公司 骆克道店
香港	鼎泰丰 尖沙咀店
香港	镛记
香港	陆羽茶室
香港	恭和堂 铜锣湾店
香港	恭和堂 旺角店
香港	恭和堂 尖沙咀店
香港	太子大厦
香港	半岛酒店购物商场
香港	太古广场
香港	置地广场
香港	时代广场
香港	又一城
香港	apm购物中心
香港	SOGO崇光百货 铜锣湾店
香港	SOGO崇光百货 尖沙咀店
香港	国际金融中心商场 IFC Mall
香港	DFS免税店 太阳广场店
香港	朗豪坊
香港	利园
香港	海洋公园
香港	香港迪士尼乐园
香港	维多利亚港
香港	星光大道
香港	弥敦道
香港	天星小轮
香港	庙街（男人街）
香港	太平山顶
香港	香港会展中心
香港	金紫荆广场
香港	皇后像广场
香港	跑马地马场
香港	香港立法会大楼
香港	文武庙
香港	大钟楼
香港	圣约翰大教堂
香港	中银大厦
香港	中环中心
香港	汇丰银行总行大厦
香港	铜锣湾天后庙
香港	重庆大厦
香港	半山扶梯
香港	皇后饭店
香港	香港大学
香港	黄大仙祠
香港	天坛大佛
香港	维多利亚公园
香港	香港公园
香港	浅水湾
香港	长江集团中心
香港	青马大桥
香港	香港动植物公园
香港	九龙公园
香港	香港电影资料馆
香港	香港太空馆
香港	香港科学馆
香港	香港历史博物馆
香港	香港文化中心
香港	香港艺术馆
香港	香港文化博物馆
香港	天际100
香港	杜莎夫人蜡像馆
香港	煤气灯街
香港	美利楼
香港	西贡
香港	长洲岛
香港	南丫岛
香港	兰桂坊
香港	昂坪360
香港	东平洲海岸公园
香港	香港湿地公园
香港	马湾岛
香港	坪洲岛
香港	大屿山
香港	西港城
香港	石板街
香港	大浪湾泳滩
香港	南湾泳滩
香港	中湾泳滩
香港	赤柱正滩
香港	石澳泳滩
香港	春坎角泳滩
香港	圣士提反湾泳滩
香港	高古轩画廊
香港	香港大会堂
香港	香港视觉艺术中心
香港	许留山 西洋菜南街店
香港	许留山 广东道中港城店
香港	许留山 罗素街店
香港	许留山 科学馆道店
香港	许留山 奶路臣街店
香港	许留山 亚皆老街店
香港	许留山 梳士巴利道店
香港	许留山 海防道店
香港	澳洲牛奶公司 白加士街
香港	港澳义顺牛奶公司 庇利金街店
香港	鼎泰丰 铜锣湾店
香港	新世界中心
香港	新世纪广场
香港	海港城
香港	龙城大药房
香港	商务印书馆 星光图书中心
香港	天地图书有限公司
香港	柏丽大道
香港	海味街
香港	药材街
香港	1881 Heritage
香港	东荟城
香港	花园街 波鞋街
香港	金鱼街
香港	花墟道
香港	雀仔街
香港	玩具街
香港	中环毕打行
香港	东荟城名店仓
香港	海怡工贸大厦
香港	香港文华东方酒店
香港	兰桂坊酒吧街
香港	SoHo荷南美食区
香港	诺士佛台
香港	棉登径
香港	幻彩咏香江
香港	史努比世界
忻州	五台山
宣城	绩溪龙川景区
烟台	烟台蓬莱阁旅游区
烟台	烟台三仙山风景区
烟台	烟台八仙过海景区
延安	延安黄帝陵景区
延吉	长白山
扬州	扬州市瘦西湖风景区
扬州	扬州大明寺
宜宾	宜宾蜀南竹海风景名胜区
宜宾	流杯池公园
宜昌	宜昌三峡大坝景区
宜昌	宜昌三峡人家风景区
宜昌	清江画廊景区
宜川	黄河壶口瀑布旅游区
鹰潭	龙虎山
岳阳	岳阳楼旅游区
岳阳	岳阳君山公园风景名胜区
运城	芮城永乐宫
枣庄	台儿庄古城
张家界	张家界国家森林公园
漳州	南靖土楼
长春	伪满皇宫
长沙	橘子洲景区
长沙	长沙岳麓山风景名胜区
镇江	金山公园
重庆	重庆美心红酒小镇
重庆	大足北山石刻
重庆	大足宝顶山石刻
重庆	酉阳桃花源景区
重庆	重庆海兰云天温泉度假区
重庆	重庆武隆奇幻冰世界冰雕
重庆	重庆瓷器口古镇
重庆	重庆白帝城
重庆	重庆南温泉仙沐苑
重庆	重庆武隆天生三桥风景区
重庆	丰都鬼城
重庆	重庆龙水峡地缝
重庆	重庆白鹤梁水下博物馆
重庆	重庆奉节天坑地缝
重庆	重庆云阳三峡梯城
重庆	重庆科技馆
重庆	重庆大剧院
重庆	重庆动物园
重庆	重庆保利高尔夫球会
重庆	重庆上邦高尔夫俱乐部
重庆	远洋重庆国际高尔夫
重庆	重庆统景温泉风景区
重庆	重庆贝迪颐园温泉
重庆	重庆龙门阵魔幻山主题乐园
重庆	重庆海棠晓月圣地温泉
重庆	重庆游乐园
重庆	巫山神女溪景区
重庆	龚滩古镇
重庆	重庆黑山谷景区
重庆	重庆秀泉映月度假村
重庆	重庆金色蛋糕梦幻王国
重庆	重庆天赐华汤森林温泉酒店
重庆	重庆黔江小南海湖区
重庆	中国茶山竹海国家森林公园
重庆	重庆彭水摩围山景区
重庆	重庆长寿古镇
重庆	重庆云阳龙缸国家地质公园
重庆	重庆龙鳞石海景区
重庆	重庆金刀峡景区
重庆	重庆四面山景区
重庆	重庆鳄鱼中心
舟山	普陀山
重庆	神龙溪纤夫文化旅游区
烟台	龙口南山旅游景区
桂林市	兴安县乐满地度假世界
宣城市	宣城市绩溪县龙川景区
佛山	佛山西樵山景区
烟台	烟台南山旅游区
宜昌	三孔旅游区
银川	镇北堡西部影城
桂林	桂林乐满地休闲世界
深圳	深圳观澜湖休闲旅游区
深圳	深圳华侨城旅游度假区
清远	清远连州地下河
无锡	影视基地三国水浒景区
常州	常州市环球恐龙城休闲旅游区
南阳	西峡恐龙遗迹园
洛阳	新安县龙潭大峡谷
天津	天津古文化街
阿勒泰	阿勒泰可可托海景区
金华	金华市东阳横店影视城景区
珠海	珠海海泉湾温泉度假区
清远	清远英德国家森林公园
肇庆	鼎湖山国家级自然保护区
保定	保定直隶总督署
遵义	绥阳宽阔水风景名胜区
南通	濠河风景名胜区
晋城	神农溪风景名胜区
天水	火焰山风景名胜区
武汉	沙湖风景名胜区
泰州	溱湖国家湿地公园风景区
那曲	那拉提风景名胜区
宝鸡	太白山
长春	净月潭风景名胜区
上饶	三清山风景区
	九洞天风景名胜区
	青山沟风景名胜区
	紫鹊界梯田风景名胜区
盘锦	盘山风景名胜区
沁阳	神农山风景名胜区
瑞丽	瑞丽江风景名胜区
黔东南	黎平侗乡风景名胜区
吉林	松花湖风景名胜区
延安	黄帝陵风景名胜区
衡阳	衡山风景名胜区
呼伦贝尔	呼伦贝尔草原
合肥	安徽天柱山风景名胜区
成都	都江堰风景名胜区
平凉	崆峒山风景名胜区
甘孜	稻城—亚丁
湘潭	韶山风景名胜区
黔东南	榕江苗山侗水风景名胜区
铜仁	石阡温泉群风景名胜区
宁德	白水洋-鸳鸯溪风景名胜区
文山	普者黑风景名胜区
西安	兵马俑风景名胜区
佛山	西樵山风景名胜区
海西	念青唐古拉山风景名胜区
牡丹江	镜泊湖风景名胜区
镇江	镇江三山景区（金山-北固山-焦山）
嘉义	台湾阿里山风景名胜区
韶关	丹霞山风景名胜区
大连	大连老虎滩海洋公园·老虎滩极地馆
张家界	武陵源风景名胜区
北京	地坛公园
酒泉	敦煌莫高窟
秦皇岛	秦皇岛北戴河风景名胜区
安顺	龙宫风景名胜区
西安	华山风景名胜区
江门	恩平锦江温泉度假
梅州	梅州丰顺县龙归寨瀑布旅游风景区
珠海	珠海横琴岛长隆横琴湾酒店
惠州	巽寮湾风景区
宁波	宁波凤凰山主题公园
青岛	青岛金沙滩景区
温州	温州江心屿旅游区
德累斯顿	德累斯顿老城区
万隆	Kawah Putih
黄金海岸	Q1大厦
奥马鲁	Katiki Point Lighthouse
陶波	怀卡托河
危地马拉市	阿蒂特兰湖
琅勃拉邦	琅勃拉邦古城
山打根	拉卜湾长鼻猴保护区
列城	提希克寺
海德堡	城堡花园
汉堡	汉堡微缩景观世界
格林德瓦	First
龙目岛	吉利岛
加勒	乌德勒支碉堡与灯塔
洛桑	洛桑大教堂
休斯顿	休斯顿太空中心
横滨	山下公园
孟买	象岛
波隆纳鲁沃	波隆纳鲁沃古城皇家宫殿
名古屋	名古屋城
伯尔尼	联邦宫
维尔茨堡	维尔茨堡官邸
楠迪	玛玛努卡群岛
阿德莱德	中央市场
蒂阿瑙	蒂阿瑙湖
复活节岛	拉诺拉拉库
维尔纽斯	格季米纳斯塔楼-上城堡博物馆
都柏林	切斯特·比替图书馆
卢森堡	卢森堡大峡谷
维多利亚	维多利亚植物园
万象	塔銮
离岛	拉齐奥海滩
鹿儿岛	樱岛火山
济州市	汉拿山国立公园
西归浦	偶来小路
珀斯	国王公园&amp;植物园
芝加哥	密歇根湖
布鲁塞尔	布鲁塞尔大广场
美蕊沙	美蕊沙海滩
蓝梦岛	蘑菇海滩
长滩岛	星期五海滩
盐湖城	圣殿广场
布里斯班	龙柏考拉保护区
基督城	基督城大教堂
皇后镇	瓦卡蒂普湖
马耳他主岛	蓝洞
马六甲	马六甲基督教堂
清莱	白庙
芭堤雅	芭堤雅海滩
苏梅岛	查汶海滩
开普敦	企鹅海滩
凯恩斯	大堡礁
凯库拉	凯库拉半岛步道
米尔福德峡湾	米尔福德峡湾游轮
墨尔本	联邦广场
乌斯怀亚	火地岛国家公园
洛杉矶	好莱坞环球影城
海牙	海牙和平宫
安特卫普	中央车站
阿姆斯特丹	阿姆斯特丹国立博物馆
古晋	巴哥国家公园
安卡拉	阿塔图尔克陵墓
奈良	奈良公园
春川	南怡岛
阿格拉	泰姬陵
艾尔利海滩	白天堂海滩
惠森迪群岛	白天堂海滩
波士顿	自由之路
关岛	关岛恋人岬
悉尼	悉尼歌剧院
赫尔辛基	乌斯佩斯基大教堂
赫尔辛基	赫尔辛基大教堂
仙本那	诗巴丹岛
芽庄	婆那加占婆塔
加德满都	杜巴广场
马尼拉	因特拉穆罗斯王城
巴厘岛	海神庙
素可泰	素可泰历史公园
施皮茨	施皮茨城堡
伊尔库茨克	列宁纪念碑
堪培拉	澳大利亚国会大厦
塞班岛	美国纪念公园
蒙特利尔	蒙特利尔老城
圣保罗	圣保罗大教堂
热浪岛	热浪岛海洋生态公园
科隆	科隆大教堂
瓜拉登嘉楼	热浪岛
胡志明市	统一宫
熊本	阿苏火山
大阪	天守阁
神户	神户塔
民丹岛	红树林
富国岛	长滩
棉花堡	棉花堡温泉池
加尔各答	维多利亚纪念堂
暹粒	吴哥窟
伊斯坦布尔	圣索非亚大教堂
京都	清水寺
因特拉肯	少女峰
坎贝尔港	十二门徒岩
法兰克福	法兰克福罗马贝格广场
大峡谷国家公园	南缘
大洋路	伦敦桥
大洋路	十二门徒岩
圣地亚哥	巴尔博亚公园
纽约	自由女神像
兰卡威	珍南海滨
河内	还剑湖
广岛	严岛神社
格雷梅	格雷梅露天博物馆
蓝毗尼	摩耶夫人祠
巴克塔普尔	巴克塔普尔杜巴广场
奇特旺国家公园	奇特旺国家森林公园
金边	金边皇宫
长崎	长崎和平公园
美奈	红沙丘
康提	康提湖
斋浦尔	简塔曼塔天文台
大城	卧佛寺
釜山	甘川洞文化艺术村
札幌	大通公园
宿务	圣婴教堂
仁川	仁川中国城
马拉加	马拉加城堡
莫斯科	红场
蒙特勒	西庸城堡
卑尔根	卑尔根鱼市
圣彼得堡	冬宫
新德里	旧堡
苏黎世	班霍夫大街
亚历山大	亚历山大图书馆
日内瓦	喷泉
罗托鲁瓦	怀欧塔普地热公园
马丘比丘	马丘比丘遗址
班夫国家公园	梦莲湖
库斯科	武器广场
华盛顿	白宫
布宜诺斯艾利斯	波多黎各·马德罗
维多利亚	省议会大厦
塞维利亚	塞维利亚大教堂
卑尔根	卑尔根鱼市
巴塞罗那	兰布拉大街
停泊岛	小停泊岛
贝鲁特	贝鲁特蓝色清真寺
槟城	姓氏桥
杰伊瑟尔梅尔	杰伊瑟尔梅尔古堡
努瓦勒埃利耶	Mackwood茶厂
博卡拉	鱼尾峰
西哈努克	Ochheuteal Beach
安塔利亚	哈德良门
华欣	华欣海滩
维也纳	美泉宫
哥本哈根	美人鱼雕像
富森	新天鹅堡
卢塞恩	狮子纪念碑
柏林	勃兰登堡门
旧金山	九曲花街
梵蒂冈城	圣彼得广场
马德里	普拉多博物馆
塞哥维亚	罗马大渡槽
格拉纳达	阿兰布拉宫
平壤	万寿台纪念碑
慕尼黑	玛利安广场
伦敦	伦敦塔桥
科伦	双子泄湖
大叻	疯狂屋
乞力马扎罗国家公园	乞力马扎罗山
卢克索	卢克索神庙
温哥华	斯坦利公园
顺化	顺化皇城
奥斯陆	挪威王宫
巴塞尔	集市广场
弗赖堡	黑森林
龙疆	龙疆观景点
罗滕堡	城堡花园
康斯坦茨	梅尔斯堡
乌得勒支	乌得勒支大教堂
卢加诺	卢加诺老城区
采尔马特	马特宏峰
芭萝莎	奔富酒庄
阿斯旺	阿斯旺大坝
马赛马拉国家公园	马赛马拉国家公园保护区
沃尔维斯湾	Sandwich Harbour 4x4
内罗毕	长颈鹿中心
达拉斯	第六层博物馆
阿德莱德山	克莱兰德野生动物园
瓦纳卡	瓦纳卡湖
帕劳	古代石像群
惠灵顿	新西兰国家博物馆
波拉波拉岛	蓝色泻湖
格雷茅斯	马希纳普阿湖
开罗	孟菲斯
弗朗茨约瑟夫冰川	梅普里卡湖
萨摩亚	萨瓦伊岛
库克山国家公园	南阿尔卑斯山
西雅图	凯瑞公园
迈阿密	自由塔
金斯顿	千岛湖
基多	基多老城区
昆卡	Plazoleta del Carmen教堂
夏洛特敦	爱德华王子岛国家公园
利马	拉尔科博物馆
加拉帕戈斯群岛	北西摩岛
冰川国家公园	格林内尔冰川步道
圣地亚哥	圣卢西亚山
巴西利亚	蓝色教堂
渥太华	里多运河
玛瑙斯	圣塞巴斯蒂安广场
瓦尔帕莱索	聂鲁达故居
伊瓜苏市	鸟园
里约热内卢	伊帕内玛海滩
魁北克城	皇家广场
瓦杜兹	列支敦士登邮票博物馆
杜布罗夫尼克	杜布罗夫尼克城墙
尼什	Nis Fortress
萨格勒布	圣母升天大教堂
戈佐岛	拉姆拉湾
多伦多	多伦多岛公园
大加纳利	Playa de Las Canteras
萨拉戈萨	皮拉尔圣母大教堂
托莱多	阿尔卡萨城堡
挪威峡湾	博尔贡木板教堂
索非亚	亚历山大·涅夫斯基大教堂
鹿特丹	鹿特丹港
凯米	北极破冰船之旅
奥斯陆	挪威王宫
圣地亚哥德孔波斯特拉	圣地牙哥大教堂
布拉索夫	Black Church
布拉迪斯拉发	老城
瓦伦西亚	瓦伦西亚市政广场
喀土穆	University of Khartoum
杜兹	杰里德大盐湖
哥打巴鲁	马来西亚乐高乐园
南极半岛	德雷克海峡
新山	Hello Kitty Town
凯鲁万	西迪撒哈卜陵墓
塔什干	哈兹拉提伊玛目清真寺
帕坦	帕坦动物园
大马士革	大马士革国家博物馆
马拉喀什	德吉玛广场
维多利亚瀑布	维多利亚瀑布
阿尔及尔	提帕萨古罗马遗址公园
埃勒	乌达瓦拉维国家公园
伊兹密尔	IZMIR文化博物馆
焦特布尔	乌迈德布哈旺王宫
尼甘布	泻湖
和歌山市	高野山
静冈	三保松原
科伦坡	科伦坡大学
伊豆	Joren Waterfall
大吉岭	虎山
瓦拉纳西	恒河
奇陶加尔	奇陶加尔堡
丹布勒	丹布拉金庙
加莱拉港	萨邦海滩
焦特布尔	钟楼
贡布	波哥国家公园
恰纳卡莱	帕加玛卫城
以弗所	塞尔苏斯图书馆
班加罗尔	布里哈迪锡瓦拉寺
庆州	大陵苑
水原市	华城行宫
雅加达	塔曼迷你印尼永吉
布鲁日	集市广场
纳库鲁	纳库鲁湖国家公园
墨西哥城	墨西哥城宪法广场
但尼丁	鲍德温街
龙达	龙达老城区
圣胡安	莫罗要塞
费特希耶	阿敏塔斯之墓
库特尼国家公园	斑点湖
卢布尔雅那	卢布尔雅那城堡
基辅	圣•索菲娅教堂
马斯特里赫特	弗莱特霍夫广场
亚琛	艾费尔国家公园
弗里堡	圣尼古拉大教堂
洛伊克巴德	阿尔卑斯温泉中心
班贝格	弗兰肯尼亚酿酒博物馆
哈勒姆	阿德里安风车
曼海姆	曼海姆水塔
帕绍	韦斯特城堡
科布伦茨	普兰广场
福伦丹	圣文森特鱼市
卡罗维发利	查理温泉
不莱梅	不莱梅圣彼得大教堂
吕贝克	布登布洛克之屋‎
波恩	贝多芬纪念雕像（大教堂广场）
羊角村	Weerribben-Wieden国家公园
桑给巴尔	石头城
伊林加	Gangilonga Rock
石灰岩海岸	海滩港
安克雷奇	艾迪塔罗德狗拉雪橇比赛
德班	Durban Art Gallery
霍巴特	萨拉曼卡艺术中心
圣安东尼奥	圣安东尼奥历史遗迹公园
贡德尔	塞米恩国家公园
温得和克	Train Station
艾尔半岛	高勒国家公园
蓝色太平洋路	Blackbutt森林保护区
达累斯萨拉姆	Azania Front Lutheran Church
约翰内斯堡	卡尔顿中心
沙姆沙伊赫	乌希德角
蒙巴萨	Jain Temple
比勒陀利亚	Freedom Park
塞伦盖蒂国家公园	塞罗勒那
喀布尔	National Gallery
亚的斯亚贝巴	Ethnological Museum
因弗卡吉尔	Shearing South
大溪地	大溪地博物馆
内皮尔	装饰艺术中心
特卡波湖	麦肯齐盆地
维提岛	奈黑黑洞
汤加里罗国家公园	鲁瓦皮胡山
亚萨瓦群岛	纳维蒂岛
水牛城	水牛音乐名人堂
派西亚	条约屋
塔韦乌尼岛	拉文娜沙滩
苏瓦	瑟斯顿植物园
弗雷德里克顿	弗雷德里克顿剧场
惠斯勒	黑梳山
亚松森	Museo del Barro
加拉加斯	Sala de Exhibicion J.M. Cruxent
卡拉法特	Todo Glaciares Tour
奥克兰	使命湾
贾斯珀国家公园	Jasper-Yellowhead Museum
蒙得维的亚	Ciudad Vieja
圣荷西	前哥伦比亚黄金博物馆
哈利法克斯	佩吉海湾
费城	东州监狱
蒙克顿	阿卡迪亚人博物馆
波哥大	蒙塞拉特山
埃德蒙顿	艾伯塔皇家博物馆
优鹤国家公园	伯吉斯页岩
安提瓜	圣弗朗西斯教堂
尼亚加拉瀑布城	云霄塔与柯尼卡美能达塔
卡尔加里	The Scotiabank Saddledome
圣佩德罗阿塔卡马	月亮谷
考纳斯	St Michael the Archangel Church
瓦拉日丁	St. Nicholas Church
塔林	卡利柯治皇宫
丁格尔半岛	邓金
瓦莱塔	Casa Rocca Piccola
圣约翰	Fort Barrington
科克市	福塔野生动物园
巴拿马	国家剧院
吉诺卡斯特	Ethnographic Museum
里耶卡	St Jerome
圣马力诺	第二碉堡
高威	巴伦国家公园
贝尔格莱德	塞尔维亚国家博物馆
萨拉热窝	Morića Han
普里什蒂纳	新生纪念碑
奥赫里德	Car Samoil's Castle
地拉那	国家历史博物馆
巴尼亚卢卡	Orthodox Church of Christ Saviour
安道尔	安道尔人民广场
拿骚	Bahama Hand Prints
基希讷乌	大教堂公园
诺维萨德	Vojvodina Museum
克莱佩达	Kurische Nehrung
普罗夫迪夫	Plovdiv Regional Historical Museum
拉彭兰塔	拉彭兰塔沙堡
锡切斯	Museu Cau Ferrat
布列斯特	布列斯特中央车站
马贝拉	马贝拉老城区
布加勒斯特	罗马尼亚国家军事博物馆
康斯坦察	罗马时期马赛克遗址
科尔多瓦	马迪亚铝-萨拉古城
伊纳里	伊纳里湖
坦佩雷	中心广场
萨里山	Saariselka Ski Resort
加的斯	加的斯大教堂
明斯克	Church of Sts Simon &amp; Elena
代尔夫特	代尔夫特老教堂
乌兰巴托	翟山抗日纪念碑
哈马马特	Sud Beach
科威特	科威特国家博物馆
特内里费岛	Bajamar
占巴塞	瓦普寺
卡萨布兰卡	Old Medina of Casablanca
哈博罗内	National Museum, Monuments &amp; Art Gallery
科托努	Grand Marché du Dantokpa
马普托	Museu da Moeda
阿勒颇	圣西蒙教堂
塔那那利佛	津巴扎扎动物园
关丹	Bukit Gambang Waterpark Resort
金斯敦	National Heroes Park
阿克拉	Lighthouse
哈拉雷	Mukuvisi Woodlands
圣地亚哥	Iglesia de Santo Tomás
罗安达	Banco Nacional de Angola
乌兰固木	布尔干省博物馆
阿斯塔纳	Transport &amp; Communications Ministry
亚穆苏克罗	Fondation Houphouët-Boigny
圣佩德罗苏拉	Museo de Antropología e Historia de San Pedro Sula
万荣	Adam's Rock climbing school
尼科西亚	土耳其浴室
拉巴特	Chellah
哈瓦那	Malecón
瓜纳华托	瓦伦西亚教堂
特古西加尔巴	Museo Histórico Militar
坎昆	Dolphinaris CANCUN
留尼旺	贝步尔贝鲁夫森林
苏丹港	桑加奈布国家公园
达喀尔	Mosqué de la Divinité
君士坦丁	Palace of Ahmed Bey
苏塞	Boujaffar Beach
多哈	多哈堡垒
杰尔巴岛	穆斯塔法城堡
公主港	巴拉望博物馆
福冈	福冈亚洲美术馆
本地治里	本地治里老城法国区
棉兰	Maimoon Palace
北九州市	关门海峡
马德望	沃耶农寺
开塞利	民族志博物馆
博德鲁姆	Myndos大门
乌代布尔	达达·哈里阶梯井
西戴	西戴博物馆
川崎	Train and Bus Museum
黎牙实比	霍约霍约潘洞
卢萨卡	Soweto Market
江陵市	江陵船桥庄
昌原市	Aquarex Dive Center
素叻他尼	塔彼河
清孔	Wat Luang
宋卡	宋卡铛冠山
沙美岛	Ao Prao湾
大邱	金光石路
丽水市	Dolsan Park
洛伊克巴德	布尔格巴德温泉中心
霍巴特	塔斯马尼亚大学
休斯顿	休斯顿自然科学博物馆
帕劳	太平洋海豚湾
蒂阿瑙	星空
基多	国家大教堂
奥克兰	怀希基岛
圣胡安	厄尔尼诺云雀国家森林公园
山打根	斌南邦圣麦克天主教堂
万荣	南松河
下龙市	天宫洞
清莱	富池花森林公园
仁川	韩中文化馆
科隆	巧克力博物馆
芭堤雅	乔木提恩海滩
新德里	英迪拉·甘地纪念馆
琅勃拉邦	晨间布施
金边	金银阁寺
苏黎世	瑞士国家博物馆
离岛	普拉兰岛
万象	沙格寺
兰卡威	巴雅岛
苏梅岛	拉迈海滩
釜山	海云台海水浴场
伊尔库茨克	高尔基纪念碑
伯尔尼	金色骑士钟楼
海德堡	海德堡大学
新加坡	新加坡环球影城
艾尔半岛	柯芬湾
堪培拉	澳大利亚战争纪念馆
法兰克福	法兰克福市政厅
塞班岛	军舰岛
复活节岛	阿胡汤加里基
尼亚加拉瀑布城	马蹄瀑布
蒙特利尔	让维普公园
维尔纽斯	立陶宛大公博物馆
卢森堡	贝克炮塔
维多利亚	银色小笨钟
古晋	安娜莱斯毕达友族长屋
马拉喀什	库图比亚清真寺
热浪岛	棉花岛
圣淘沙岛	新加坡环球影城
圣淘沙名胜世界	新加坡环球影城
尼甘布	Dutch Canal
奇特旺国家公园	塔鲁文化博物馆和研究中心
横滨	元町和山手
静冈	清水港
雅加达	安佐尔沙滩
马累	古清真寺
马尔代夫	古清真寺
汉堡	汉堡港
多伦多	多伦多大学
甲米	小皮皮岛
皮皮岛	小皮皮岛
莫斯科	圣瓦西里升天教堂
惠森迪群岛	心形礁
黄石国家公园	大棱镜泉
珀斯	天鹅河
黄金海岸	冲浪者天堂海滩
阿姆斯特丹	梵高博物馆
孟买	印度门
西归浦	泰迪熊博物馆
济州市	牛岛
巴厘岛	蓝梦岛
凯恩斯	库兰达
塔那那利佛	女王宫
停泊岛	大停泊岛
斋浦尔	城市皇宫
安塔利亚	安塔利亚博物馆
大阪	心斋桥
长滩岛	跳岛
阿格拉	阿格拉堡
库克山国家公园	库克山
皇后镇	天空缆车
罗托鲁瓦	罗托鲁瓦美术艺术博物馆
暹粒	巴戎寺
丹布勒	丹布勒石窟寺
箱根	芦之湖
加勒	加勒城堡
加德满都	猴庙
札幌	北海道大学
京都	龙安寺
因特拉肯	图恩湖
阿斯旺	阿布辛贝神庙
库斯科	库斯科大教堂
里约热内卢	甜面包山
都柏林	都柏林圣三一学院图书馆
马六甲	荷兰红屋
美奈	仙女溪
大叻	Du Sinh Church
胡志明市	圣母大教堂
费特希耶	死海区域
神户	北野异人馆街
蓝毗尼	迦毗罗卫城
河内	文庙
布鲁日	贝尔福钟楼
圣彼得堡	皇村
弗赖堡	滴滴湖
盐湖城	大盐湖
墨尔本	福林德街火车站
西雅图	太空针塔
波士顿	波士顿美术博物馆
乌斯怀亚	比格尔海峡
悉尼	悉尼海港大桥
纽约	纽约中央公园
旧金山	恶魔岛
巴塞罗那	巴特罗之家
马德里	索菲亚王后艺术中心
布拉迪斯拉发	罗兰喷泉
仙本那	卡帕莱岛
瓜拉登嘉楼	浪中岛
墨西哥城	国家人类学博物馆
芽庄	钟屿石岬角
博卡拉	费瓦湖
科伦	凯央根湖
康提	佛牙寺
柏林	欧洲被害犹太人纪念碑
开普敦	好望角
阿德莱德	北大街
特卡波湖	约翰山天文台
华盛顿	国会大厦
塞哥维亚	阿尔卡萨堡
瓦伦西亚	艺术科学城
慕尼黑	王宫花园
占巴塞	四千美岛
伦敦	白金汉宫
奈良	东大寺
美蕊沙	科格勒高跷渔民
伊斯坦布尔	苏丹艾哈迈德清真寺
华欣	PlearnWan
庆州	佛国寺
卢塞恩	琉森湖
维也纳	圣斯蒂芬大教堂
维尔茨堡	老美因桥
日内瓦	日内瓦湖
弗朗茨约瑟夫冰川	弗朗兹约瑟夫冰川
但尼丁	拉纳克城堡
瓦纳卡	古怪迷宫世界
卢克索	哈特谢普苏特女王神殿
洛杉矶	好莱坞
梵蒂冈城	圣彼得大教堂
布鲁塞尔	小于连
巴克塔普尔	陶工广场
格雷梅	玫瑰谷
坎贝尔港	伦敦桥
开罗	吉萨金字塔
费城	独立厅
伊瓜苏市	伊瓜苏瀑布
槟城	张弼士故居
宿务	麦哲伦十字架
施皮茨	奥伯霍芬城堡
德累斯顿	宫廷教堂
康斯坦茨	康斯坦茨大学
巴塞尔	巴塞尔历史博物馆
哥本哈根	克伦堡宫
罗滕堡	德国圣诞博物馆
富森	霍厄宫
马斯特里赫特	圣彼得要塞
奥斯陆	奥斯陆大教堂
哈勒姆	哈勒姆市政厅
不莱梅	不来梅市市政厅
卑尔根	弗勒于恩山和缆车
洛桑	州立美术馆
贡德尔	法西尔盖比城堡
圣安东尼奥	阿拉莫
芭萝莎	奔富玛吉尔庄园
内罗毕	肯亚民俗村
亚历山大	庞贝石柱
乞力马扎罗国家公园	巴兰可墙
塔韦乌尼岛	包马国家遗迹公园
格雷茅斯	逆风角
奥马鲁	奥马鲁花园
米尔福德峡湾	萨瑟兰德瀑布
惠灵顿	惠灵顿植物园
布里斯班	圣约翰大教堂
楠迪	丹娜努岛
迈阿密	迈阿密动物园
基督城	基督城植物园
